Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Founded Date,Status,Number of Articles,Categories,Number of Founders,Number of Employees,Last Funding Date,Last Funding Amount,Total Funding Amount,Number of Investors,Last Funding Type,Website,Number of Funding Rounds
spotdock,https://www.crunchbase.com/organization/spotdock,"Media and Entertainment, Internet Services","New York, New York, United States",Spotdock is a social media aggregator that allows users to view content from social media platforms in one unified place.,"52,590",11/15/2011,Closed,,"Social, Social Media, Content",,1-10,01/10/2012,"$600,000","$600,000",2,Seed,http://www.spotdock.com,1
Orbit Media,https://www.crunchbase.com/organization/orbit-media,"Platforms, Apps, Hardware, Media and Entertainment, Information Technology, Music and Audio, Software, Internet Services, Messaging and Telecommunications, Mobile","San Mateo, California, United States",Orbit Media is a phone book application that allows the users to organize and moderate their contacts.,"52,700",01/01/2010,Closed,,"SMS, Apps, Software, Audio, Email, iOS, Mobile, Wireless",,1-10,01/01/2010,"$500,000","$500,000",3,Seed,http://www.launchorbit.com,1
Kirkland North,https://www.crunchbase.com/organization/kirkland-north,,"San Francisco, California, United States",Kirkland North is an Oakland-based online gaming startup.,"52,826",01/01/2008,Closed,5,Risk Management,2,1-10,10/10/2008,"$225,000","$225,000",2,Seed,http://www.playturf.net,2
JOYRIDE Auto Community,https://www.crunchbase.com/organization/joyride,"Media and Entertainment, Transportation, Internet Services","Phoenix, Arizona, United States","THIS COMPANY IS CLOSED. JOYRIDE is an online community for auto enthusiasts to share, interact and transact globally.","52,908",10/30/2009,Closed,,"Automotive, Social Media",,11-50,10/26/2010,"$1,000,000","$1,000,000",,Seed,http://www.joyride.com,1
KoalaDeal,https://www.crunchbase.com/organization/koaladeal,Commerce and Shopping,"Chicago, Illinois, United States",KoalaDeal facilitates e-commerce by understanding users' preferences and making relevant recommendations.,"52,926",04/01/2011,Closed,2,"E-Commerce, Personalization",1,11-50,04/18/2012,"$410,000","$410,000",,Seed,http://www.koaladeal.com,1
Cortex Healthcare,https://www.crunchbase.com/organization/cortex-healthcare,"Software, Health Care","Chevy Chase, Maryland, United States",Cortex Healthcare is a web app for healthcare organizations to manage best practices internally and discover knowledge externally.,"52,991",01/01/2009,Closed,,"Knowledge Management, Health Care, Enterprise Software",,1-10,01/01/2010,"$60,000","$60,000",,Seed,http://www.cortexhealthcare.com,1
Incentivyze,https://www.crunchbase.com/organization/incentivyze,"Software, Health Care","San Mateo, California, United States",Incentivyze is an employee rewards platform that enables employers to deliver a wide range of fun perks at a lower cost.,"53,043",02/01/2013,Closed,,"Employee Benefits, Enterprise Software, Human Resources",2,1-10,05/01/2013,"$500,000","$500,000",1,Seed,http://incentivyze.co,1
outdoors.io,https://www.crunchbase.com/organization/auckland-outdoors,"Travel and Tourism, Sports","Denver, Colorado, United States",Auckland Outdoors allows you to rent the outdoor gear you need - without the burdens of ownership.,"53,150",01/01/2013,Closed,7,"Travel, Outdoors",3,1-10,07/22/2014,"$25,000","$25,000",2,Seed,https://www.outdoors.io/,1
DailyTicket,https://www.crunchbase.com/organization/dailyticket,"Sales and Marketing, Advertising","Seattle, Washington, United States",DailyTicket is a daily deals business for retail and consumer merchandise.,"53,182",01/01/2010,Closed,1,Advertising,,1-10,07/01/2010,"$500,000","$500,000",,Seed,http://dailyticket.com,1
Visibiz,https://www.crunchbase.com/organization/visibiz,"Media and Entertainment, Information Technology, Software, Sales and Marketing, Internet Services","Philadelphia, Pennsylvania, United States",Visibiz is a relationship management software solution that simplifies sales management and fundraising.,"53,277",01/01/2010,Closed,,"CRM, Social Media, Software",2,1-10,01/01/2010,"$1,150,000","$1,150,000",1,Seed,http://www.visibiz.com,1
Cuturia,https://www.crunchbase.com/organization/cuturia,"Design, Mobile","Los Angeles, California, United States",Cuturia is a fashion consignment app that enables sellers to post designer items on social networks.,"53,316",04/01/2012,Closed,,"Fashion, Mobile",2,1-10,03/01/2012,"$200,000","$200,000",1,Seed,http://www.cuturia.com,1
FreeBike Project,https://www.crunchbase.com/organization/freebike-project,"Sales and Marketing, Advertising","Los Angeles, California, United States",FreeBike Leases For Students & Faculty - Closed & Assets Acquired by Alt Terrain as of November 2015,"53,373",03/01/2012,Closed,7,"Outdoor Advertising, Marketing, Advertising",4,1-10,02/20/2014,,"$15,000",2,Seed,http://freebikeproject.com,2
25eight,https://www.crunchbase.com/organization/25eight,"Hardware, Consumer Electronics, Software, Consumer Goods","San Francisco, California, United States","25eight, an online database for gadgets, allows users to find implementations and combinations of hardware and software.","53,396",,Closed,,"DIY, Software, Electronics",,1-10,01/26/2010,"$25,000","$25,000",1,Seed,http://25eightsoftware.com,1
Notice Kiosk,https://www.crunchbase.com/organization/notice-kiosk,"Community and Lifestyle, Internet Services","New York, New York, United States",Notice Kiosk is a Social Bulletin Board,"53,498",08/03/2011,Closed,,"Local, Communities, Search Engine",,1-10,12/15/2012,"$300,000","$300,000",,Seed,,1
SoRewarding,https://www.crunchbase.com/organization/sorewarding-com,Community and Lifestyle,"Denver, Colorado, United States",SoRewarding is a cause-focused social network that integrates giving into daily activities.,"53,593",01/01/2010,Closed,4,"Non Profit, Humanitarian",,11-50,09/23/2010,"$110,000","$110,000",,Seed,http://www.SoRewarding.com,1
Fan Appz,https://www.crunchbase.com/organization/fanappz,"Media and Entertainment, Software, Sales and Marketing, Internet Services, Mobile","Los Angeles, California, United States",Fan Appz provides mobile and digital solutions to help consumer brands acquire new customers and grow existing customer relationships.,"53,632",01/01/2010,Closed,12,"Mobile, Social Media Marketing, Software, Social Media",1,11-50,04/01/2013,"$25,000","$25,000",1,Seed,http://fanappz.com,1
DotSpots,https://www.crunchbase.com/organization/dotspots,"Sales and Marketing, Internet Services","Torrance, California, United States",DotSpots is a service enabling anyone to update news in real time with distributed objects of thought or 'dots.',"53,845",09/01/2007,Closed,28,"Semantic Search, Public Relations",2,1-10,09/01/2007,"$300,000","$300,000",2,Seed,http://dotspots.com,1
Zenda Technologies,https://www.crunchbase.com/organization/zenda-technologies,"Biotechnology, Science and Engineering, Health Care","Roswell, Georgia, United States",Zenda Technologies develops solutions that allow primary care physicians to conduct cognitive health assessments.,"53,980",01/01/2007,Closed,3,"Health Care, Medical Device, Biotechnology",1,1-10,01/01/2008,"$3,000,000","$3,000,000",,Seed,http://www.zendatech.com,1
Dinamundo,https://www.crunchbase.com/organization/dinamundo,"Internet Services, Mobile","San Francisco, California, United States",Dinamundo is an online comedy social network.,"54,043",01/31/2012,Closed,2,"Local, Mobile, Search Engine",1,1-10,04/01/2012,"$552,000","$552,000",1,Seed,http://www.dinamundo.com,1
SnapOne,https://www.crunchbase.com/organization/snapone-inc,"Hardware, Information Technology, Software, Internet Services, Privacy and Security, Mobile","Princeton, New Jersey, United States","SnapOne, Inc. is the only company offering all-in-one personal, family and digital ""life security.""","54,054",01/01/2009,Closed,21,"Security, Telecommunications, Cloud Security, Mobile, Cyber Security, Cloud Data Services, Cloud Management",,51-100,09/05/2013,,,2,Seed,http://www.snapone.com,2
Periscape,https://www.crunchbase.com/organization/periscape,"Media and Entertainment, Internet Services","Providence, Rhode Island, United States",Periscape is a social network that uses short messages and images to discuss local people and places in the city.,"54,066",,Closed,,Social Media,,1-10,06/01/2010,"$14,000","$14,000",1,Seed,http://periscape.com,1
Exchangery,https://www.crunchbase.com/organization/exchangery,"Software, Financial Services","Chicago, Illinois, United States",Exchangery helps people start novel commodities exchanges.,"54,074",01/01/2011,Closed,1,"Financial Services, Enterprise Software, SaaS",2,1-10,06/01/2011,"$75,000","$75,000",2,Seed,http://theexchangery.com,1
Time Bomb Deals,https://www.crunchbase.com/organization/time-bomb-deals,"Sales and Marketing, Advertising","Denver, Colorado, United States","Time Bomb Deals, a mobile coupon app, gives users access to time-sensitive deals based on their current location.","54,195",04/01/2011,Closed,,Advertising,,11-50,01/01/2012,"$425,000","$425,000",,Seed,http://timebombdeals.com,1
FanFound,https://www.crunchbase.com/organization/fanfound,"Media and Entertainment, Music and Audio, Internet Services","Chicago, Illinois, United States",FanFound is a web-based platform that provides its members with discounts and access to diverse entertainment experiences.,"54,472",01/01/2011,Closed,1,"Music, Internet",1,1-10,01/01/2011,"$500,000","$500,000",,Seed,http://www.fanfound.com,1
People Operating Technology,https://www.crunchbase.com/organization/people-operating-technology,"Gaming, Platforms, Media and Entertainment, Music and Audio, Software, Mobile","Boston, Massachusetts, United States","People Operating Technology is a large-scale publisher that develops mobile applications for gaming, social networking, and utilities.","54,528",04/01/2009,Closed,,"Mobile, Music, Video Games, iOS, Software",,1-10,04/01/2009,"$500,000","$500,000",1,Seed,http://www.peopleoperatingtechnology.com,1
Composure,https://www.crunchbase.com/organization/composure,"Data and Analytics, Software","San Francisco, California, United States",Composure lets you write email without losing your flow.,"54,615",01/01/2014,Closed,,"SaaS, Machine Learning",3,11-50,04/03/2014,"$50,000","$50,000",2,Seed,http://getcomposure.com/,1
MARIPOSA BIOTECHNOLOGY,https://www.crunchbase.com/organization/mariposa-biotechnology,"Biotechnology, Science and Engineering, Health Care","Irvine, California, United States",Mariposa Biotechnology develops automated instruments for in vitro fertilization and other cell-based therapies.,"54,653",01/01/2007,Closed,,"Medical, Biotechnology, Medical Device",,1-10,06/18/2013,"$2,427,823","$2,427,823",,Seed,http://mariposabiotech.com,1
Hubkick,https://www.crunchbase.com/organization/hubkick,"Media and Entertainment, Software, Internet Services","San Francisco, California, United States",HubKick is an online collaboration tool that works with one’s existing communication platforms to help turn important posts into action.,"54,714",01/01/2011,Closed,,"Social Media, Task Management, Software",1,1-10,03/07/2011,"$112,500","$112,500",,Seed,http://www.hubkick.com,1
CmyCasa,https://www.crunchbase.com/organization/cmycasa,Software,"Foster City, California, United States","CmyCasa develops user-friendly, flash-based 3D solutions for the home design industry.","54,838",04/01/2008,Closed,,Software,,11-50,01/01/2008,"$600,000","$600,000",,Seed,http://www.cmycasa.com,1
OdinOtvet,https://www.crunchbase.com/organization/odinotvet,"Sales and Marketing, Internet Services, Advertising","Russia, Ohio, United States",OdinOtvet is a crowdsourcing concept that provides services for user-generated content on a broad list of topics.,"54,845",05/15/2011,Closed,2,"Semantic Search, Advertising, Crowdsourcing",,11-50,04/28/2011,"$500,000","$500,000",1,Seed,http://www.odinotvet.ru,1
HD Fantasy Football,https://www.crunchbase.com/organization/hd-fantasy-football,"Gaming, Sports","Chattanooga, Tennessee, United States","HD Fantasy Football, Inc.","54,872",,Closed,,"Fantasy Sports, Sports",,,06/01/2012,"$15,000","$15,000",3,Seed,,1
Werkadoo,https://www.crunchbase.com/organization/werkadoo,"Hardware, Consumer Electronics, Professional Services","Houston, Texas, United States",Werkadoo is an online portal that matches projects with candidates based on behavioral traits and soft characteristics.,"55,028",02/01/2009,Closed,,"Human Resources, Consumer Electronics, Employment, Recruiting, Project Management, Legal",2,1-10,02/01/2009,"$200,000","$200,000",,Seed,http://www.werkadoo.com,1
RallyCause,https://www.crunchbase.com/organization/pocket-bounty,Mobile,"Bend, Oregon, United States","RallyCause offers an online platform enabling consumers to shop in featured businesses, claim a rebate, and donate to their favorite causes.","55,080",10/01/2011,Closed,,Mobile,2,1-10,03/15/2013,"$125,000","$150,000",1,Seed,http://rallycause.com,2
Retrace,https://www.crunchbase.com/organization/retrace,Mobile,"Palo Alto, California, United States","Retrace is a mobile app that puts users’ notes, photos, follow-up tasks and contact information in the context of a meeting.","55,150",07/09/2012,Closed,1,Mobile,2,1-10,04/01/2013,"$100,000","$100,000",4,Seed,http://retraceapp.com,1
